conference ,title,description,company,industry
NVIDIA GTC 2020,Toward an Exascale Earth System Model with Machine Learning Components: An Update [S21834],"Many have speculated that combining exascale GPU computational power with machine-learning algorithms could radically improve weather and climate modeling. We'll discuss the status of an ambitious project at the U.S. National Center for Atmospheric Research that's moving in that direction. Having achieved performance portability for a standalone version of the Model for Prediction Across Scales-Atmosphere (MPAS-A) on heterogeneous CPU/GPU architectures across thousands of GPUs using OpenACC, our project has begun looking at two new directions. First, we've launched an effort to port the MOM-6 Ocean Model. Second, machine-learning scientists at NCAR and elsewhere have begun evaluating replacing atmospheric parameterizations with machine-learned emulators, including the atmospheric surface layer, cloud microphysics, and aerosol parameterizations. We'll also discuss related efforts to apply machine-learning emulation to model physics.","Richard Loft, Director of Technology Development, Computational and Information Systems Laboratory, National Center for Atmospheric Research",Aerospace / National labs
NVIDIA GTC 2020,Turbulence Forecasting via Neural ODEs [P22054],"Fluid turbulence is characterized by strong coupling across a broad range of scales. Furthermore, besides the usual local cascades, such coupling may extend to interactions that are non-local in scale-space. As such, the computational demands associated with explicitly resolving the full set of scales and their interactions, as in the direct numerical simulation of the Navier-Stokes equations, are so high in most problems of practical interest that modeling of scales and interactions must be reduced before further progress can be made. While popular reduced models are typically based on phenomenological modeling of relevant turbulent processes, recent advances in machine-learning techniques have energized efforts to further improve the accuracy of such reduced models. In contrast to such efforts that seek to improve an existing turbulence model, we propose a machine learning methodology that captures, de novo, underlying turbulence phenomenology without a pre-specified model form.","Peetak Mitra, Computational Physics Intern, Los Alamos National Laboratory",Aerospace / National labs
NVIDIA GTC 2020,Workload Management for Complex Workflows on a GPU-Enabled Heterogeneous System [s21608],"The National Energy Research Scientific Computing Center, the U.S. Department of Energy mission supercomputing center, is integrating experimental science workflows into its existing HPC-centric workload. This introduces new scheduling requirements, including real-time computing demands and complex workflows that depend on external services, data, and devices. These new workflows also need to co-schedule heterogeneous job components, with detailed subtask scheduling on both GPUs and CPUs. It is challenging to maintain scheduler responsiveness to this dynamically changing workload on an extreme-scale HPC system. We'll explain innovations that NERSC introduced to the Slurm scheduler to help meet these challenges, enhancing the scheduling algorithm to enable full-scale jobs and single-core jobs to schedule fairly, and adapting reservation and preemption capabilities to allow real-time computing. We'll also show enhancements to support Linux containers both for user software and system resources, as well as heterogeneous job execution.","Douglas Jacobsen, Group Lead, Computational Systems Group, Lawrence Berkeley National Laboratory",Aerospace / National labs
NVIDIA GTC 2020,"Accelerate ML Lifecycle with Containers, Kubernetes and NVIDIA GPUs (Presented by Red Hat) [S22516]","Data scientists desire a self-service, cloud-like experience to easily access ML modeling tools, data, and GPUs to rapidly build, scale, reproduce, and share ML modeling results with peers and developers. Containers and kubernetes platforms, integrated with NVIDIA GPUs, provide these capabilities to accelerate the training, testing, and deploying the ML models in production quickly. We'll provide an overview of how these technologies are helping solve real-world customer challenges. We'll walk through the various customer use cases and solutions associated with the combination of these technologies. We'll review the key capabilities required in a containers and kubernetes platform to help data scientists easily use technologies (such as Jupyter Notebooks, ML frameworks, etc.) to innovate faster. Finally, we'll share the platform options (for example, Red Hat OpenShift, Kubeflow), and examples of how data scientists are accelerating ML initiatives with containers and Kubernetes.","Tushar Katarki, Product Manager, Red Hat",Software / Cloud Services
NVIDIA GTC 2020,AWDF: An Adaptive Weighted Deep Fusion Architecture for Multi-Modality Learning [P21985],"Deep model fusion is getting lots of attention in dealing with multi-modality learning problems. We propose an Adaptive Weighted Deep Fusion scheme (AWDF) to capture potential relationships among various input sources. It integrates the feature-level and decision-level fusion in one framework. To address the limitations of existing fusing models with fixed weights, we also propose a new scheme named Cross Decision Weights Method (CDWM). It can dynamically learn the weight for each input branch during the fusion process instead of utilizing predefined weights. To evaluate the performance of AWDF, we conducted experiments on three different real-world datasets: Wild Business Terms, Iceberg Detection, and CareerCon. Our experiments demonstrate that AWDF outperforms other fusion systems by a large margin. (This work has been accepted by IEEE Big Data 2019 Special Session on Intelligent Data Mining).","Qinghan Xue, Applied Data Scientist, IBM",Software / Cloud Services
NVIDIA GTC 2020,Container-Based Artificial Intelligence Applications Deployment Platform for GPU High Performance Computing Clusters [P21902],"A container-based AI applications deployment platform was proposed and implemented in our center to solve root privileges and network issues in HPC clusters. A virtual machine is used to simulate the targeted HPC cluster, which has the same or similar runtime environment including compilers, shared libraries, and GPU drivers based on a GPU card attached by PCI pass-through way. Users can have root privileges of virtual machines to set up containers. Further, a user can create containers and deploy AI applications by network tools, because each user has an exclusive virtual machine running on an independent server that connects to internet. The deploy platform and the HPC clusters are connected by a 10Gb/s, or even 100Gb/s network so that users can transfer the container images quickly and easily.","Rongqiang Cao, Associate Professor, Computer Network Information Center, Chinese Academy of Sciences",Software / Cloud Services
NVIDIA GTC 2020,CTR Inference Optimization on GPU [s21416],"The CTR (click-through-rate) model is one of the most important models in internet businesses such as search, recommendation, and advertising. The performance of CTR online service has become a critical impact on user experience/enterprise revenue. With the development of deep learning technology, the CTR model began to adopt deeper and more complex DNN structure, and the computation scale and complexity continued to rise, which demanded more computing power. With the evolution of the CTR model in recent years and the promotion of NVIDIA GPU computing platform, more and more companies have begun to use NVIDIA GPU to accelerate the CTR online inference model, and achieved significant acceleration and got commercial benefits. We'll introduce how to profile and locate the issues when doing optimization CTR inference model on NVIDIA GPU, and provide the general methods on how to solve the issues and get satisfying speedup.","David Wu, Senior Software Engineer, NVIDIA",Software / Cloud Services
NVIDIA GTC 2020,Deploying your Models to GPU with ONNX Runtime for Inferencing in Cloud and Edge Endpoints [s21379],"Models are mostly trained targeting high-powered data centers for deployment — not low-power, low-bandwidth, compute-constrained edge devices. There is a need to accelerate the execution of the ML algorithm with GPU to speed up performance. GPUs are used in the cloud, and now increasingly on the edge. And the number of edge devices that need ML model execution is exploding, with more than 5 billion total endpoints expected by 2022. ONNX Runtime is the inference engine for accelerating your ONNX models on GPU across cloud and edge. We'll discuss how to build your AI application using AML Notebooks and Visual Studio, use prebuild/custom containers, and, with ONNX Runtime, run the same application code across cloud GPU and edge devices like the Azure Stack Edge with T4 and low-powered device like Jetson Nano. We'll also demonstrate distribution strategies for those models, using hosted services like Azure IoT Edge. You'll take away an understanding of the various tradeoffs for moving ML to the edge, and how to optimize for a variety of specific scenarios.","Manash Goswami, Principal Program Manager, Microsoft",Software / Cloud Services
NVIDIA GTC 2020,Edge Computing for Building Machine Learning Pipelines Using Azure Stack (Presented by Microsoft) [S22473],"Machine learning models need to be built closer to the source due to latency and data sovereignty requirements. Microsoft offers industry-leading hybrid cloud solutions, such as Azure Stack Hub and Azure Stack Edge in partnership with NVIDIA GPUs, to drive innovation and deliver a consistent cloud experience for these edge applications. Learn how to unlock customer-use cases by building production-scale models using data-science pipelines on the edge.","Kirtana Venkatraman, Program Manager 2, Microsoft",Software / Cloud Services
NVIDIA GTC 2020,Faster Transformer [s21417],"Recently, models such as BERT and XLNet, which adopt a stack of transformer layers as key components, show breakthrough performance in various deep learning tasks. Consequently, the inference performance of the transformer layer greatly limits the possibility that such models can be adopted in online services. First, we'll show how Faster Transformer optimizes the inference computation of both the transformer encoder and decoder layers. In addition to optimizations on the standard transformer, we'll get into how to customize Faster Transformer to accelerate a pruned transformer encoder layer together with the CUTLASS library.","Bo Yang Hsueh, DevTech , NVIDIA",Software / Cloud Services
NVIDIA GTC 2020,From Hours to Minutes: The Journey of Optimizing Mask-RCNN and BERT Using MXNet [S22483],"Training large deep learning models like Mask R-CNN and BERT takes lots of time and compute resources. Using MXNet, the Amazon Web Services deep learning framework team has been working with NVIDIA to optimize many different areas to cut the training time from hours to minutes.","Haibin Lin, Applied Scientist, AWS AI, Amazon",Software / Cloud Services
NVIDIA GTC 2020,Google Cloud AutoML Video and Edge Deployment [S22022],"Google Cloud will be presenting AutoML Edge Video, a solution using NVIDIA GPUs. AutoML Edge Video allows users to train customized models without knowing how to tune parameters, using Google’s AutoML. In this talk we will focus on our end to end solution for Video Classification and Video Object tracking. To train a model, we use multiple NVIDIA GPUs in parallel for hyper-parameter tuning and transfer learning, allowing us to return high-performance models quickly. We will show how to export models to the edge using a frozen Tensorflow graph, and how to optimize for NVIDIA GPUs including Jetson and Tesla T4.","Yongzhe Wang, Software Engineer, Google",Software / Cloud Services
NVIDIA GTC 2020,GradZip: Gradient Compression Using Alternating Matrix Factorization for Large-scale Deep Learning [P22289],"Our poster first explains the need for a dense and homomorphic algorithm for gradient compression in deep learning, in contrast to the conventional sparse-encoding-based approaches. Then, it details the thinking that came up with GradZip step by step, mainly modifying the existing matrix-factorization in the context of deep learning that reuses the latest all-reduce result as a part of alternating matrix-factorization. The final section captures the key performance result against the popular ResNet50 to demonstrate the effectiveness and efficiency of the proposed compression algorithm.","Minsik Cho, Program Director, IBM",Software / Cloud Services
NVIDIA GTC 2020,Improve ML Training Performance with Amazon SageMaker Debugger (Presented by Amazon Web Services) [S22493],"During ML model training, it’s challenging to ensure that models are progressively learning the correct values for different parameters and to analyze and debug model characteristics without building additional tools, making the process time-consuming and cumbersome. With Amazon SageMaker Debugger, developers can get complete insights into the training process by automating data capture and analysis from training runs without code changes. We'll take a closer look at how you can define rules to monitor and analyze tensors and watch for issues in your model. By monitoring training flow, developers can improve GPU utilization, reduce troubleshooting time during training, and build high-quality models.","Shashank Prasanna, Sr. Developer Advocate, AI/ML, Amazon Web Services",Software / Cloud Services
NVIDIA GTC 2020,Is the Label Trustworthy? Training Better Deep-Learning Models via Uncertainty Mining Net [P22055],"In this work, we consider a new problem of training deep neural networks on partially labeled data with label noise. To our best knowledge, there have been very few efforts to tackle such problems. We present a novel end-to-end deep generative pipeline for improving classifier performance when dealing with such data problems. We call it Uncertainty Mining Net (UMN). During the training stage, we utilize all the available data (labeled and unlabeled) to train the classifier via a semi-supervised generative framework. During training, UMN estimates the uncertainly of the labels to focus on clean data for learning. More precisely, UMN applies the sample-wise label uncertainty estimation scheme. Extensive experiments and comparisons against state-of-the-art methods on several popular benchmark datasets demonstrate that UMN can reduce the effects of label noise and significantly improve classifier performance.","Yang Sun, Applied Research Scientist, IBM",Software / Cloud Services
NVIDIA GTC 2020,Manifold Regularization For Time Series Embedding [P22063],"The wide use of multivariate time-series data has also brought up challenges for humans to parse the long sequences, in its raw form, to identify patterns, create labeled data for supervised modeling approaches, summarize, and explain cause and effect. Variational AutoEncoder (VAE) is a class of deep-generative models that have been used to learn a concise representation of the input data while minimizing information loss. However, when dealing with time-series data these models do not take into account the continuity in the input time-series data. In this work, we use the VAE model along with manifold regularization on the embeddings to learn a smooth representation for the time-series data that can be used to effectively visualize different patterns.","Abhishek Kolagunda, Applied Deep Learning Scientist, IBM",Software / Cloud Services
NVIDIA GTC 2020,Performance Optimization on Quantized Deep-Learning Models [S22484],"Quantization (8-bit) has been broadly adapted in computer vision-related deep-learning models for better inference performance. We present a set of techniques to speed up inference performance on a quantized model (8-bit). At graph level, we proposed a quantization-aware global layout transformation and graph optimization to minimize the data-layout transformation between 32-bit float and 8-bit integer. At the kernel level, we proposed an algorithm to fused the IM2COL with GEMM to save both the GPU memory usage and CUDA launch time caused by the process to generate IM2COL matrix. In addition, we proposed a double-buffering technique to improve the concurrency and reduce the data dependency. By comparing with cuDNN 7.1, our proposed method got up to 5x performance improvement.","Zhenyu Gu, Staff Engineer, Alibaba Group",Software / Cloud Services
NVIDIA GTC 2020,PyTorch from Research to Production [S21928],"Learn how to get your neural network from the PyTorch framework into production. Explore ways to handle complex neural network architectures during deployment. We'll show how to transform a neural network developed in PyTorch into a model ready for a production environment and exemplify the workflow on a conversational AI system. For full understanding, you should be familiar with PyTorch framework and have some interest in model deployment for inference. We’ll demonstrate the neural network system on TensorRT Inference Server (TRTIS).","Grzegorz Karch, Engineer, ASIC, NVIDIA",Software / Cloud Services
NVIDIA GTC 2020,qCUDA-ARM: Virtualization for Embedded GPU Architectures [P21851],"The emergence of the internet of things (IoT) is changing the ways to compute resource acquisition, from centralized cloud data centers to distributed pervasive edge nodes. We investigated two research trends to cope with the small amount of diversity problem for IoT devices and applications for the system design of edge nodes: heterogeneity and virtualization. Our poster presents the integration of those two important trends, and a virtualization system for embedded GPU architectures, called qCUDA-ARM. We evaluated the performance of qCUDA-ARM with three CUDA benchmarks and two-real world applications. For computationally intensive jobs, qCUDA-ARM can perform similar to the native system; for memory-bound programs, qCUDA-ARM can reach up to 90% of native performance.","Che-Rung Lee, Professor, National Tsing Hua University",Software / Cloud Services
NVIDIA GTC 2020,Recommendation Systems Using Distributed Graph Convolutional Networks (GCN) on GPUs (Presented by Amazon Web Services) [S22491],"Deep learning so far has been mostly applied to simple and structured data, such as images, or sequences, such as time-series and language. Most of the information in the world is, however, non-Euclidean and complex and can be presented as graph. Molecules, social network relatedness, and relationships between products and consumers are among the more popular examples. We'll represent an intuitive theory of Graph Convolutional Networks and provide a walkthrough on an implementation for recommender systems using Deep Graph Library and Apache MXNet.","Cyrus Vahid, Principal Solutions Engineer, AI Platforms, Amazon Web Services",Software / Cloud Services
NVIDIA GTC 2020,SPTAG and GPU Acceleration for Approximate Nearest Neighborhood Search [s21561],"The Approximate Nearest Neighborhood (ANN) search algorithm is essential to many machine-learning applications. For instance, vector similarity search, multimedia search, and duplicate entry search all employ ANN for handling very large datasets efficiently. There are two main approaches to implementing ANN: space partitioning trees and locality sensitive hashing. Although hashing methods are accelerated on the GPUs (RAPIDS and FAISS), to our knowledge there is no GPU-accelerated space partitioning ANN algorithm in the literature. We'll present the GPU acceleration of the SPTAG library, where both space partition tree and neighborhood graph construction are accelerated on GPUs. We'll discuss the data structures and algorithms developed for efficient GPU implementation. Finally, we'll discuss the performance characteristics and compare the execution times against a single-socket GPU.","Mingqin Li, Principal Software Engineer Manager",Software / Cloud Services
NVIDIA GTC 2020,Visual Anomaly Detection using NVIDIA DeepStream with Azure IoT [S22675],"In this workshop, you'll discover how to build a solution that can process up to 8 real-time video streams with an AI model on a $100 device, how to remotely operate your device, and demonstrate how you can deploy custom AI models to it. With this solution, you can transform pixels from a camera into insights to know when there is an available parking spot, a missing product on a retail store shelf, an anomaly on a solar panel, a worker approaching a hazardous zone., etc. We'll build this solution using NVIDIA DeepStream on a NVIDIA Jetson Nano device connected to Azure via Azure IoT Edge. DeepStream is a highly-optimized video processing pipeline, capable of running deep neural networks. It is a must-have tool whenever you have complex video analytics requirements like real-time object detection or when employing cascading AI models. IoT Edge gives you the possibility to run this pipeline next to your cameras, where the video data is being generated, thus lowering your bandwidth costs and enabling scenarios with poor internet connectivity or privacy concerns. We'll operate this solution with an aesthetic UI provided by IoT Central and customize the objects detected in video streams using Custom Vision, a service that automatically generates computer vision AI models from pictures.","Paul DeCarlo, Senior Cloud Advocate, Microsoft",Software / Cloud Services
NVIDIA GTC 2020,Wide and Deep Recommender Inference on GPU [S21559],"We'll discuss using GPUs to accelerate so-called ""wide and deep"" models in the recommendation inference setting. Machine learning-powered recommender systems permeate modern online platforms. Wide and deep models have become a popular choice for recommendation problems due to their high expressiveness compared to more traditional machine learning models, and the ease with which they can be trained and deployed using Tensorflow. We'll demonstrate simple APIs to convert trained canned Tensorflow estimators to TensorRT executable engines and deploy them for inference using NVIDIA’s TensorRT Inference Server. The generated TensorRT engines can also be configured to enable reduced-precision computation that leverages tensor cores in NVIDIA GPUs. Finally, we'll show how to integrate these served models into an optimized inference pipeline, exploiting shared request-level features across batches of items to minimize network traffic and fully leverage GPU acceleration.","Alec Gunny, Solutions Architect, NVIDIA",Software / Cloud Services
NVIDIA GTC 2020,Accelerated Analytics Fit for Purpose: Scaling Out and Up (Presented by OmniSci) [S22556],"OmniSci has demonstrated the massive scaling possible using GPUs for computation and visualization. However, not every analytics problem or user persona requires massive scale; rather, our customers say they want proper-sized tools for the various problems they encounter across the enterprise. Our talk will outline the vision for scaling the OmniSci platform from trillions of records in a giant data store to hundreds of millions of records on a laptop, and every form factor in between. Whether you have a massive cluster of servers, a data science workstation, a GPU-enabled laptop, or even a CPU-only laptop, OmniSci can provide the same accelerated analytics experience appropriate for the problem at hand.","Venkat Krishnamurthy , VP Product, OmniSci",Software / Cloud Services
NVIDIA GTC 2020,Accelerating AI Workflows with NGC [S22421],"AI has moved beyond research into mission-critical production. AI is now solving real-world problems for organizations around the globe, who are looking to move faster and do more with their data. NVIDIA provides a range of SDKs that simplify training, inference, and deployment of AI for industries including health care, smart cities, robotics, and telecommunications. We'll cover how NGC, through containers, pre-trained models, helm charts, and SDKs, allows data scientists and developers to build AI solutions faster, DevOps to streamline the development-to-production process, and IT teams to quickly provide compute platforms that the users need. We'll demo how you can take advantage of an SDK to easily build and deploy your AI solution on-premises, at the edge, or in the cloud.","Adel El Hallak, Director of Product Management for NGC, NVIDIA",Software / Cloud Services
NVIDIA GTC 2020,Accelerating Applications for the NERSC Perlmutter Supercomputer Using OpenMP [s21387],"Learn about the NERSC/NVIDIA effort to support OpenMP target offload on the forthcoming NERSC-9 Perlmutter supercomputer with next-generation NVIDIA GPUs. NVIDIA's HPC compilers for C, C++, and Fortran will support a subset of OpenMP 4.5/5.0 for GPU offload on Perlmutter. We'll review the primary features included in this subset, walk through the reasons some features were included and others were left out, and highlight the characteristics that make some OpenMP applications better candidates for GPU acceleration than others. Selected teams from the NERSC Exascale Science Applications Program (NESAP) are porting their applications to NVIDIA GPUs using this subset of OpenMP for target offload. We'll share their early experiences and those of other NERSC developers working with early releases of NVIDIA's OpenMP-offload-enabled compilers.","Christopher Daley, HPC Performance Engineer, Lawrence Berkeley National Laboratory",Software / Cloud Services
NVIDIA GTC 2020,Accelerating Chemistry Modules in Atmospheric Models Using GPUs [S22005],"We’ll explore a novel solution to speed up chemistry modules in atmospheric models. The Multiscale Online Nonhydrostatic AtmospheRe CHemistry model (MONARCH), a chemical weather prediction system developed by the Barcelona Supercomputing Center, is used as our test bed. The model implements a new flexible treatment for gas- and aerosol-phase chemical processes, Chemistry Across Multiple Phases (CAMP), that allows multiple chemical processes (such as gas- and aerosol-phase chemical reactions, emissions, deposition, photolysis, and mass-transfer) to be solved simultaneously as a single system. We’ll discuss innovative ways to speed up the CAMP module, including reducing memory accesses, multiple-cell chemistry solving, adaptation of the most time-consuming functions to GPUs, and heterogeneous computation approaches for CPU/GPU execution. We'll compare the optimized model to state-of-the art chemistry solvers commonly used in the earth sciences community (for example, EBI and KPP).","Christian Guzman-Ruiz, Junior Engineer, Barcelona Supercomputing Center",Software / Cloud Services
NVIDIA GTC 2020,Accelerating Hyperparameter Tuning with Container-Level GPU Virtualization [S21463],"Many people think that hyperparameter tuning requires a large number of GPUs to get optimal results quickly. That's generally true, but to what extent? We'll present what we've learned about finding a sweet spot to balance both costs and accuracy by exploiting partitioned GPUs with Backend.AI's container-level GPU virtualization. Our benchmark includes distributed mnist, cifar10 transfer learning and TGS salt identification cases using AutoML with network morphism and ENAS tuner with NNI running on NGC-optimized containers on Backend.AI. You'll get a tangible guide to plan and deploy your GPU infrastructure capacity in a more cost-effective way.","Jeongkyu Shin, CEO/Researcher, Lablup Inc.",Software / Cloud Services
NVIDIA GTC 2020,Acceleration of Test Data Quality Assurance Technology Using Neuron Coverage [P21809],"“Neuron coverage test” is one way to test quality in deep-learning systems. We've implemented “DeepXplore,” which is a quality test method for DL systems that applies our unique high-speed inference library. DeepXplore is a framework that can systematically test DL systems and automatically generate misrecognition images from the coverage rate of the trained model and the output difference of the comparison model. However, a large amount of inference would be necessary to automatically generate these misrecognition images, and that could require a lot of processing time. We sped up processing by using our unique high-speed inference library to implement DeepXplore.","Yuki Shindo, Staff, Computermind Corp.",Software / Cloud Services
NVIDIA GTC 2020,AceCAST GPU-Enabled Weather Research and Forecasting Model Development and Applications [P22064],"The Weather Research and Forecasting (WRF) model is an open-source, mesoscale numerical weather prediction system designed to serve both operational forecasting and atmospheric research needs. It is the most widely used regional weather forecasting model and a top 5 HPC application worldwide. TQI has implemented an OpenACC/CUDA-based version of WRF to take advantage of NVIDIA GPUs. By utilizing GPUs, the measured performance benefits enable better forecasting through higher resolution, temporal/geographical extents, and so on. Our poster discusses the GPU implementation of the model as well as performance benchmarks demonstrating the model’s practical performance benefits. TQI has also developed a cloud-based solution for running end-to-end AceCAST GPU-WRF workflows on AWS. This provides a solution for a wide range of users who would otherwise not have access to GPU-based compute resources, and automates a highly complex process that is a significant barrier for researchers and operational weather forecasters.","Samuel Elliott, Director of NWP Solutions, TempoQuest Inc.",Software / Cloud Services
NVIDIA GTC 2020,Advanced Scientific Visualization with NVIDIA Omniverse [S21973],"Historically, scientific visualization has served two main purposes: on one hand, for the scientist to gain insight into the data and the processes under investigation; on the other hand, for outreach and education, to communicate scientific results to the public and to funding bodies. The tools associated with these workflows are hugely diverse, often preventing scientists from getting access to the highest quality visuals for telling their stories. Especially in times where the general public has been spoiled with computer-generated content in movies, the gap in visual quality between scientific content and entertainment content has never been bigger. Tools that seamlessly fit into the scientific workflow while being capable of producing the highest quality visuals are therefore needed. We'll outline how Omniverse, NVIDIA’s collaboration platform for 3D content creation, can be leveraged to greatly simplify, accelerate, and enhance scientific visualization. We'll introduce the overall Omniverse architecture and then focus on the scientific workflow. We cover how content can be ingested into Omniverse, as well as how content from different sources can be fused and how to produce rich, high-quality visualizations. We'll then show how to augment these visualizations with the embedded real-time physics engine PhysX. Further, we'll demonstrate how, through Omniverse, virtual reality setups that incorporate scientific visualizations can be defined quickly and easily.","Kees van Kooten, Scientific Visualization Software Engineer, NVIDIA",Software / Cloud Services
NVIDIA GTC 2020,Advances in Real-Time 3D Hologram Generation [S21248],"We'll introduce VividQ's software pipeline, which facilitates the extraction of 3D point cloud data and conversion to a hologram to be displayed using diffractive optics. This allows for the real-time projection of scenes as truly 3D holographic images. For example, video games can now be viewed in true 3D with full depth of focus. We'll explain why this problem is computationally hard, and how using NVIDIA GPUs allows us to overcome it. Recent advances in hologram generation procedures will be explored, including benefits from newer GPU models and the application of multiple GPUs to computing for a binocular holographic system. We'll also discuss results from VividQ's latest holographic augmented reality head-mounted display prototype.","Tom Durrant, Chief Development Officer, VividQ",Software / Cloud Services
NVIDIA GTC 2020,A Faster Radix Sort Implementation [S21572],"We'll present a faster implementation of the least-significant-digit radix sort. Decoupled look-back is used to reduce the number of memory operations per partition pass from 3N to 2N. A faster partition implementation inside the thread block is used. For 32-bit keys, we use four partition passes, with 8 bits per digit. On V100 sorting 64 million random UInt32 keys, our implementation achieves the speed of 16 Gkey/s, which is more than 2x faster than cub::DeviceRadixSort.","Andrey Adinets, AI Devtech, NVIDIA",Software / Cloud Services
NVIDIA GTC 2020,AIaaS: Scaling AI Infrastructure for the Enterprise from DGX-1 to SuperPOD [S21996],"Are you getting the most out of your GPU-accelerated hardware? AIaaS (AI-as-a-Service) deployments provide powerful new ways for enterprises to stand up AI infrastructure on top of GPU-accelerated servers (such as NVIDIA DGX Servers). Data scientist users can interact with the cluster via GUI or a simplified command-line interface, where knowledge of underlying container, orchestration, and scheduling technologies is obfuscated. Such systems allow administrators to maximize use of resources and users to get more work done. We'll focus on the variety of AIaaS stacks, considerations, and how to deploy them. We'll demonstrate scaling common AI workloads from a single GPU on an NVIDIA DGX-1 to a SuperPOD cluster (64x DGX-2). We'll also discuss methods to integrate storage and manage datasets, tie in authentication and authorize users, train on NGC containers, and deploy models to production.","Michael Balint, Senior Product Manager, NVIDIA",Software / Cloud Services
NVIDIA GTC 2020,AI Argus: A Unique Insight Into Logistics [P21812],"As of August 2019, AI Argus, the leading domestic intelligent video analytics platform powered by NVIDIA TeslaT4 and Xavier servers, has been deployed and applied in more than 200 distribution centers and sorting centers in China. We'll focus on algorithms such as loading-rate detection and violated-action pattern detection. AI Argus introduced the Package Lifecycle Tracking System (PLTS), which uses the whole SF's 310,000-channel camera video data to match the Operator's barcode data collector for locating the courier package on each operating node. It shows that the detection of damage caused by penetrating damage, moisture, wrinkles/pressure is significant. We'll further develop and research product performance indicators based on T4 and Xavier. We expect that in the coming year, AI Argus will deploy thousands of edge servers and become the first truly large-scale edge computing platform in China's logistics industry.","Neo Song, Chief Engineer, SF Techology",Software / Cloud Services
NVIDIA GTC 2020,AI/ML with vGPU on Openstack or RHV Using Kubernetes [S22106],"By sharing GPU resources for AI/ML, you can better utilize on-premises hardware and gain flexibility without moving sensitive workflows into the cloud. Learn how Red Hat Openstack Platform and Red Hat Virtualization are bringing agility to AI/ML accelerated workloads with vGPU. We'll describe how Red Hat contributes to new vGPU capabilities like SR-IOV and live migration support. This makes setting up AI/ML within a Kubernetes system even simpler and more reliable, as the workloads can be migrated and SR-IOV functionality boosts the performance and usability of the vGPU device.","Erwan Gallen, Senior Principal Product Manager, Red Hat",Software / Cloud Services
NVIDIA GTC 2020,An Overview of GPU Recurrent Neural Network Performance [S21301],"We'll focus on performance of recurrent neural networks (RNNs) at the sub-framework level. There are several distinct methods one can use to implement an RNN, each with advantages and disadvantages, and the right choice will depend on both the target GPU and the network hyperparameters. We'll cover these methods in detail and give approximate hyper-parameter ranges for each method.","Jeremy Appleyard, AI DevTech, NVIDIA",Software / Cloud Services
NVIDIA GTC 2020,AutoFAQ: Automation of Customer Support for Most Common Questions [s21252],"In most support systems, up to 70% of user questions are very similar to each other. Instead of manually answering each of them, it makes sense to automate it. We'll discuss the business value of such systems, and how to integrate them into processes; how to develop an architecture for automating question-answering; how to set up a training loop, and which algorithms to choose; which models need to be trained, and why; and state-of-the-art language modeling models. Knowledge of Python, NLP, language models, and cloud computing will be helpful, but it's not essential.","Vitaly Davydov, CEO, Poteha Labs",Software / Cloud Services
NVIDIA GTC 2020,Building a Smart Language-Understanding System for Conversational AI with HuggingFace Transformers [S22647],"In this session, HuggingFace showcases an example of a natural language understanding pipeline to create an understanding of sentences, which can then be used to craft a simple rule-based system for conversation. They'll leverage the famous HuggingFace transformers and showcase the powerful yet customizable methods to implement tasks such as sequence classification, named-entity recognition, natural language generation, or question answering. These tasks will be joined to create a basic NLU pipeline to get the most out of a sentence or text, using transformer models such as BERT to provide state-of-the-art results. These methods leverage the PyTorch or TensorFlow numerical computation frameworks, which can leverage the power of GPUs to radically speed up the inference.","Lysandre Debut, Machine Learning Engineer, Hugging Face, Inc.",Software / Cloud Services
NVIDIA GTC 2020,CLOUDXR: Streaming AR and VR [S22178],"Learn how the NVIDIA CloudXR SDK can help you drive immersive extended reality (XR) experiences from anywhere using NVIDIA Quadro GPUs. NVIDIA CloudXR is the groundbreaking technology that delivers wireless virtual and augmented reality from NVIDIA RTX GPUs across performant networks. By dynamically adjusting to network conditions, CloudXR maximizes image quality and frame rates. Scale XR capabilities throughout your enterprise by combining CloudXR with NVIDIA GPU virtualization software to provide seamless experiences comparable to the most robust tethered configurations. Included in this presentation will be examples of partner ISVs extending the OpenVR applications into XR streaming applications.","Greg Jones, Senior Manager, Global Business Development for Enterprise XR, NVIDIA",Software / Cloud Services
NVIDIA GTC 2020,Combined Python/CUDA JIT for Flexible Acceleration in RAPIDS [S21393],"We'll introduce our design and implementation of a framework within RAPIDS/cuDF that enables compiling Python user-defined functions and inlining them into native CUDA kernels. Our framework uses the Numba Python compiler and Jitify CUDA just-in-time (JIT) compilation library to provide cuDF users the flexibility of Python with the performance of CUDA as a compiled language. An essential part of the framework is a parser that parses the CUDA PTX function, which is compiled from the Python UDF, into an equivalent CUDA device function that can be inlined into native CUDA C++ kernels. Learn how our approach makes it possible for non-expert Python users to extend optimized dataframe operations with their own Python UDFs, and enables more flexibility and generality for high-performance computations on dataframes in RAPIDS.","Jiqun Tu, NVIDIA",Software / Cloud Services
NVIDIA GTC 2020,CuPy Overview: NumPy Syntax Computation with Advanced CUDA Features [S22471],"We'll introduce CuPy, describing the advantages of the library and how it is cleanly exposing in Python multiple CUDA state-of-the art libraries such as cuTENSOR or cuDNN. Discover the CuPy advantages and how they can use it to experience performance gains in their NumPy codes without any major changes.","Crissman Loomis, Engineer/Business Development, Preferred Networks",Software / Cloud Services
