title,description,company,industry
EXtended Particle System (XPS): High-Performance Particle Simulation [P21775],"We'll present a framework for a GPU-based discrete element method solver for real-world particle problems featuring coupling ability with a CPU-based computational fluid dynamics solver provided by one of our partners. Current features include support of non-spherical shapes like multi-sphere particles and true bi-convex tablets, plus heat transfer and liquid transfer. We recently integrated a smoothed-particle hydrodynamics solver, as well as support for polyhedral-shaped solid particles.","Hermann Kureck, Scientist, RCPE GmbH",Software / Cloud Services
Exterminating Buffer Overflows and Other Embarrassing Vulnerabilities with SPARK Ada on Tegra [S21122],"Since 2018, NVIDIA has been actively investigating the SPARK Ada programming language to develop their most sensitive pieces of firmware. We'll explain how users of the NVIDIA hardware can also benefit from this language choice when developing applications for the Tegra SoC. The benefits of the technology, from a cyber security point of view, will be demonstrated through the use of formal methods, allowing trivial proof of properties, such as absence of buffer overflows. We'll describe using this technology on top of ARM processor cores, as well as methodologies for applications leveraging the GPU, either through existing libraries interfaces/CUDA code, or through an experiential port of Ada/OpenACC, which allows applications directly written in Ada or SPARK to offload to the GPU.","Quentin Ochem, Lead of Business Development and Technical Account Management, AdaCore",Software / Cloud Services
Fast Distributed Joins with RAPIDS and UCX [s21482],"There are numerous optimized single-GPU join implementations (such as RAPIDS cuDF), but scaling out to multiple GPUs across multiple nodes is challenging. The repartitioned join approach is one of the most popular distributed join algorithms, featuring all-to-all exchange as the main communication pattern. We'll show how to leverage UCX for efficient all-to-all implementation and demonstrate various optimization strategies, such as reusing communication buffers to speed up GPU-to-GPU transfers and overlapping compute with communications. The implementation is designed to reuse RAPIDS components for single-GPU, and scales to NVLINK and Infiniband systems. Our latest performance results demonstrate that a single DGX-2 can achieve 220 GB/s throughput for joining 8B/8B key-value pairs, while 18 DGX-1V nodes (144 GPUs) connected over IB achieve 503 GB/s, which is comparable with 244 CPU nodes (2K cores) in the best-known distributed CPU implementation.","Nikolay Sakharnykh, Developer Technology Engineer, NVIDIA",Software / Cloud Services
From High to Low Level: A Comparative Study of Programming Approaches for NVIDIA GPUs [S21308],"Learn about various available methods to program NVIDIA GPUs, from using high-level GPU libraries in Python to optimized CUDA C programming. We'll discuss the development and performance of several implementations of software to simulate the 2D Ising model for spin systems, comparing the different programming approaches in terms of development effort and simulation performance. We'll show how Python, in combination with the Numba/CuPy packages, enables users to write programs, with all the productivity benefits of a high-level language, that can still provide competitive performance to lower-level implementations. We'll also highlight some performance pitfalls encountered with these tools and discuss how we addressed them. Finally, we'll compare performance against published results on other hardware platforms and show that even simple programming methods on GPUs can provide competitive performance, while our optimized low-level implementation can rapidly simulate lattices sizes outside the scope of comparable field-programmable gate array solutions.","Joshua Romero, Developer Technology Engineer, NVIDIA",Software / Cloud Services
GPipe: Efficient Training of Giant Neural Networks Using Pipeline Parallelism [S21873],"Scaling up deep neural network capacity is an effective way to improve model quality for several different machine learning tasks. In many cases, increasing model capacity beyond the memory limit of a single accelerator has required developing special algorithms or infrastructure. These solutions are often architecture-specific, and do not transfer to other tasks. To address the need for efficient and task-independent model parallelism, we'll introduce GPipe, a pipeline parallelism library that allows scaling any network that can be expressed as a sequence of layers. By pipelining different sub-sequences of layers on separate accelerators, GPipe provides the flexibility of efficiently scaling a variety of different networks to gigantic sizes. Moreover, GPipe utilizes a novel batch-splitting pipelining algorithm, resulting in almost linear speedup when a model is partitioned across multiple accelerators.","Yanping Huang, Software Engineer, Google",Software / Cloud Services
How to Build a Multi-Camera Media Server for AI Processing on Jetson [S22396],"We'll build a simple multi-camera media server for AI processing on a Jetson Board and demonstrate how, by using GStreamer Daemon, Interpipes, and DeepStream, you can develop a scalable and robust prototype to capture from multiple cameras using GMSL2 Virtual Channels. Besides achieving real-time deep learning inference, the server is completely dynamic. We'll show its flexibility by triggering actions such as taking a snapshot, recording a video, or starting a network streaming when a specific prediction is made. By the end of this session you'll have acquired the framework basics that will allow you to scale to your specific multimedia and AI needs.","Carlos Rodriguez, Embedded Software Team Lead, RidgeRun",Software / Cloud Services
Knowledge Transfer Graph for Deep Collaborative Learning [P22383],"We present a new graph-based approach for more flexible and diverse combinations of knowledge transfer for deep collaborative learning. To achieve the knowledge transfer, we propose a novel graph representation called knowledge transfer graph that provides a unified view of the knowledge transfer and has the potential to represent diverse knowledge transfer patterns. We also propose four gate functions that are introduced into loss functions. The four gates, which control the gradient, can deliver diverse combinations of knowledge transfer. Searching the graph structure enables us to discover more-effective knowledge transfer methods than a manually designed one. Experimental results show that the proposed method achieved significant performance improvements and was able to find remarkable graph structures.","Hironobu Fujiyoshi, Professor, Chubu University",Software / Cloud Services
Learning Human Objectives by Evaluating Hypothetical Behavior [P22312],We present ReQueST: an algorithm for training reinforcement learning agents from human feedback in the presence of unknown unsafe states.,"Siddharth Reddy, Ph.D. Student, University of California, Berkeley",Software / Cloud Services
Modularizing Natural Language Processing [S21560],"Recent success and growth in natural language processing and artificial intelligence have given the world many new applications, techniques, models, and architectures. We'll show how appropriate abstraction and modularization can streamline both development and deployment of NLP technologies. We'll provide a systematic overview of NLP abstractions and breakdown, the insights of machine learning integration, and the designs of NLP systems for fast module development. You'll learn to use off-the-shelf tools to practice the modularized NLP and build practical applications. Our talk is suitable for researchers and practitioners with an intermediate understanding of NLP and ML concepts and applications, and a strong interest in real-world NLP application design and development.","Zhengzhong Liu, Research Assistant, Carnegie Mellon University",Software / Cloud Services
Motion Reasoning for Goal-Based Imitation Learning [P22363],"We address goal-based imitation learning, where the aim is to output the symbolic goal from a third-person video demonstration. This enables the robot to plan for execution and reproduce the same goal in a completely different environment. The key challenge is that the goal of a video demonstration is often ambiguous at the level of semantic actions. The human demonstrators might unintentionally achieve certain subgoals in the demonstrations with their actions. Our main contribution is to propose a motion reasoning framework that combines task and motion planning to disambiguate the true intention of the demonstrator in the video demonstration. This allows us to robustly recognize the goals that cannot be disambiguated by previous action-based approaches.","De-An Huang, Ph.D. Student, Stanford University",Software / Cloud Services
"Named Tensors, Model Quantization, and the Latest PyTorch Features [S22145]","PyTorch, the popular open-source ML framework, has continued to evolve rapidly since the introduction of PyTorch 1.0, which brought an accelerated workflow from research to production. We’ll deep dive on some of the most important new advances, including the ability to name tensors, support for quantization-aware training and post-training quantization, improved distributed training on GPUs, and streamlined mobile deployment. We’ll also cover new developer tools and domain-specific frameworks including Captum for model interpretability, Detectron2 for computer vision, and speech extensions for Fairseq.","Joseph Spisak, Product Manager, Facebook",Software / Cloud Services
Opening Up the Black Box: Model Understanding with Captum and PyTorch [S22147],"PyTorch, the popular open-source ML framework, has continued to evolve rapidly since the introduction of PyTorch 1.0, which brought an accelerated workflow from research to production. We’ll deep dive on some of the most important new advances, including the ability to name tensors, support for quantization-aware training and post-training quantization, improved distributed training on GPUs, and streamlined mobile deployment. We’ll also cover new developer tools and domain-specific frameworks including Captum for model interpretability, Detectron2 for computer vision, and speech extensions for Fairseq.","Narine Kokhlikyan , Research Scientist, Facebook AI",Software / Cloud Services
Optimized Image Classification on the Cheap [s21598],"We'll anchor on building an image classifier trained on the Stanford Cars dataset to evaluate two approaches to transfer learning — fine tuning and feature extraction — and the impact of hyperparameter optimization on these techniques. Once we define the most performant transfer-learning technique for Stanford Cars, we'll explore Bayesian Optimization as a black-box optimization technique to tune image-transformation parameters required to augment the model, using the downstream image classifier’s performance as the guide. Drawing on a rigorous set of experimental results can help us answer the question: How can resource-constrained teams make tradeoffs between efficiency and effectiveness using pre-trained models?","Meghana Ravikumar, Machine Learning Engineer, SigOpt",Software / Cloud Services
Optimizing Work Scheduling and Memory Usage for Complex Database Queries on GPUs [P22017],"The growth of data volumes of online analytical processing systems has made the GPU an attractive platform for executing data analytical queries. Besides the large data sizes, most of the real-world analytical queries are very complex, with multiple joins performed across multiple tables. In this session, we'll show how CUDA Graphs and RAPIDS cuDF components enable a much easier acceleration of complex queries on the GPU. In addition to programmability improvements, our design achieves better utilization of system resources for complex queries, such as optimized data pipeline, maximized task parallelism, and more efficient memory management. Moreover, we compare CUDA Graphs approach with the traditional approach using multiple streams and showcase how we achieve temporary memory reusing across different joins.","Nikolay Sakharnykh, Developer Technology Engineer, NVIDIA",Software / Cloud Services
Optuna: An Eager Hyperparameter Optimization Library [s21291],"We'll present Optuna, an open-source, next-generation hyperparameter optimization framework with three novel design criteria: (1) an eager API that allows users to concisely construct dynamic, nested, or conditional search spaces; (2) efficient implementation of both sampling and early-stopping strategies; and (3) an easy-to-set-up, versatile architecture that can be deployed for various purposes, ranging from simple scaling on distributed GPUs to lightweight experimentation, conducted via interactive interface. Optuna is the first optimization software designed to run in Eager mode. We'll present the basic usage of Optuna, describe the design techniques that we needed to meet the above criteria during development, and share our experiences leveraging Optuna to tune hyperparameters on single and multiple GPUs.","Shotaro Sano, Engineer, Preferred Networks",Software / Cloud Services
Scaling Deep Learning for Automatic Speech Recognition [S21838],"We'll discuss challenges of scaling automatic speech recognition (ASR) workloads with wav2letter++, a fast C++ toolkit for ASR. We'll introduce distributed training techniques used to achieve almost linear scalability and compare wav2letter to other popular ASR toolkits. Constant increase in model and dataset sizes, along with current trends toward unsupervised and semi-supervised learning, require squeezing out every bit of performance. In addition to distributed training, we'll cover other approaches for faster training and for training large models.","Jacob Kahn, Research Engineer, Facebook",Software / Cloud Services
Software-Based Compression for Analytical Workloads [S21597],"Real-world analytical pipelines have very large memory requirements and stress the CPU-GPU and GPU-GPU interconnects. The GPU memory size is limited, and the data is often offloaded to CPU memory for further processing on the GPU later. That can present a significant bottleneck for the end-to-end pipeline. Fast compression and decompression can improve performance by reducing the amount of data to be sent over the interconnect, or even completely eliminate the need to offload data by storing it in GPU memory in compressed format and performing subsequent operations on the compressed data. We'll survey various parallel compression algorithms, from LZ-based to run-length encoding, dictionary, and bit-packing. Efficient GPU implementations of cascaded schemes for analytical workloads will be presented, along with user-friendly interfaces for GPU applications. Our best approaches can achieve up to 77x compression ratio for columns from Fannie Mae's Loan Performance dataset, and maintain 250-350GBps compression/decompression speed on Tesla V100.","Nikolay Sakharnykh, Developer Technology Engineer, NVIDIA",Software / Cloud Services
"The Future of GPU Rendering: Real-Time Raytracing, Holographic Displays, and Light Field Media [S22153]","We'll present our vision for the future of GPU rendering and how it will impact gaming, VFX, media, and design in the 2020s and beyond. We'll detail how the future of media lies in holographics, light field technologies, and real-time rendering, and how OTOY is working to help drive that future through OctaneRender.","Jules Urbach, CEO, OTOY Inc",Software / Cloud Services
The SpeechBrain Project [s21648],"SpeechBrain is an open-source project that aims to develop an all-in-one speech toolkit based on PyTorch. Our goal is to create a single, flexible, user-friendly toolkit that can be used to easily develop state-of-the-art speech technologies. SpeechBrain will be a standalone framework that can significantly speed up research and development of speech and audio processing techniques. Indeed, it's a lot easier to familiarize oneself with a single toolkit than to learn several different frameworks, as one must do today. Moreover, using a single platform makes it easier to build a strong and fruitful community where members can share models, codes, baselines, and suggestions with a possible positive impact in the field of speech technologies. SpeechBrain is currently under development, and a first alpha version will be available in the next months. We'll describe the motivations, goals, and current status of the project.","Mirco Ravanelli, Ph.D., Mila - Université de Motréal",Software / Cloud Services
TNL: Template Numerical Library for Modern Parallel Architectures [P21800],"We'll present a numerical library that's being developed int our department. The library's goal is to offer flexible data structures and algorithms for the high performance computing, and especially for GPUs. Its design benefits strongly from the modern features of C++. In many situations, the user of TNL may write code independently on the hardware platform. The library is available at www.tnl-project.org.","Tomáš Oberhuber, Researcher, Czech Technical University in Prague",Software / Cloud Services
Toward Industrial LES/DNS in Aeronautics: Leveraging OpenACC for Massively Parallel CPU+GPU Simulations [s21958],"We'll describe recent advances toward industrial LES/DNS computational fluid dynamics within the scope of the EU TILDA (Towards Industrial LES/DNS in Aeronautics) project. The TILDA project aims to complete high-fidelity industrial LES/DNS simulations with upwards of 1 billion degrees of freedom, with a turnaround time on the order of one day. Achieving this requires near-linear efficiency on massively parallel, heterogeneous CPU+GPU compute resources. We'll describe the development of FineFR, a high-order CFD solver supporting heterogeneous CPU+GPU architectures. We'll emphasize the highly tuned OpenACC implementation, allowing very efficient data locality with minimal code intrusion. Finally, we'll present benchmark data and demonstration computations from the OLCF Summit Supercomputer showing near-linear scalability on upwards of 50,000 CPU cores and 7,000 NVIDIA GPUs.","David Gutzwiller, Software Engineer, head of HPC, Numeca",Software / Cloud Services
Toward INT8 Inference: Deploying Quantization-Aware Trained Networks using TensorRT [s21664],"We'll describe how TensorRT can optimize the quantization ops and demonstrate an end-to-end workflow for running quantized networks. Accelerating deep neural networks (DNN) is a critical step in realizing the benefits of AI for real-world use cases. The need to improve DNN inference latency has sparked interest in lower precision, such as FP16 and INT8 precision, which offer faster inference time. Two prevalent techniques to convert FP32 DNNs to INT8 precision are post-training quantization and quantization-aware training (QAT). TensorRT, a platform for high-performance deep learning inference, supports post-training quantization by performing calibration on the trained model, which quantizes the weights and activations. However, in some cases post-training quantization can degrade accuracy when converting a FP32 model to its INT8 counterpart. QAT introduces quantization ops to achieve higher accuracy by simulating the process for lower-precision quantization during training.","Dheeraj Peri, Deep Learning Software Engineer, NVIDIA",Software / Cloud Services
Training and Deploying Conversational AI Applications with NeMo and Jarvis [S21211],"Learn how to build speech recognition, natural language processing, and speech synthesis services with Neural Modules. First, we'll cover the basics of the NeMo toolkit for training and fine-tuning conversational AI models on your data. Then, we'll discuss how to use Jarvis to deploy and combine these services into a complete conversational AI solution.","Oleksii Kuchaiev, Senior Applied Scientist, NVIDIA",Software / Cloud Services
XLNet Optimization Using CUDA [S21478],"XLNet, a generalized autoregressive pretraining method, achieved great results on several natural language processing tasks. Compared to the previous language model, XLNET has advantages like being able to process long sentences, and avoids the disadvantage of using special tokens. However, as far as we know, there still isn't proper performance optimization for XLNet using CUDA, which would demand more inference time and hinder XLNET's wide deployment. We first ran the performance analysis of XLNet using its Tensorflow code. Then we optimized XLNet with these aspects:
For relative positional encoding, we optimized its parallelization with the help of cuBlas;
We customized the corresponding self-attention architecture based on the attention code in FastTransformer; and
We used kernel fusion and other CUDA optimization strategies to speedup XLNet.","Christina Zhang, DevTech Engineering, NVIDIA",Software / Cloud Services
