title,description,company,industry
Matrix-Free Real-time Online Reconstruction of Compressive Focal Plane Array Camera [P21865],"This study proposes a solution for online and real-time reconstruction of compressive focal plane array cameras. These cameras enable high-resolution imaging using low-resolution sensors through compressive sensing reconstruction. Here, we use a spatial light modulator for encoding high-resolution data onto low-resolution sensors. Then, we solve an optimization problem for reconstruction. Previous methods involve reconstruction through algorithms that require many batched matrix multiplications. In this study, we propose using an algorithm that does not involve any matrix multiplication and show its performance against the previous method. Due to the high computational load of the image reconstruction algorithms, we use GPUs for fast computation. Moreover, we show that the camera can work in real time by sampling each data online and reconstruction frames in real time in a pipelined fashion. Finally, we show the reconstructed images through OpenGL interoperability library.","Alper Gungor, Senior Research Engineer, Aselsan Research Center",Aerospace / National labs
Optimizing Stencil Operations in OpenACC [P21723],"Stencil operations are used widely in HPC applications and pose an optimization challenge on both CPUs and GPUs. On GPUs, fine-tuned optimizations can be formulated using low-level APIs such as CUDA, but many large established codes prefer a portable, higher-level API such as OpenACC. Although OpenACC lacks the fine-tuning of CUDA, it does allow for some tuning through a variety of parallelization constructs and loop directives. Here, we optimize a stencil operation within our production solar physics research code Magnetohydrodynamics Around a Sphere. We explore numerous OpenACC directive options (including tile, cache, collapse, etc.) and compare their performance over several problem types and sizes. The optimal result is used to run a full-scale simulation and analyzed with Nsight Systems. An emerging cautionary result is that although many directive options yield a speedup of the operator, using the ""wrong"" directives can result in drastically poor performance.","Ronald Caplan, Computational Scientist, Predictive Science Inc.",Aerospace / National labs
"Performance Comparison of Search for Neighbor-Particle in MPS on Xeon, Xeon Phi and GPU [P21969]","The MPS method is a particle-based simulation used for computation fluid dynamics. It was originally developed for simulating fluid dynamics such as fragmentation of incompressible fluid. Target fluid or objects are divided into particles and each particle interacts with neighbor-particles. Searching for neighbor-particles is the main bottleneck of MPS. We’re researching and developing the in-house program called P-Flow_lite. We're proposing two optimizations for a search for neighbor-particles and implementing them on Xeon, Xeon Phi, and GPU by using directives. V100 is the fastest among them.","Takaaki Miyajima, Postdocoral Researcher, RIKEN Center for Computational Science",Aerospace / National labs
Roofline Performance Model for HPC and Deep-Learning Applications [s21565],"Learn how to use the Roofline model to analyze the performance of GPU-accelerated applications. We'll cover the basics of the model, explain how to use tools such as nvprof and Nsight Systems/Compute to automate the data collection, and demonstrate how to track progress using Roofline for both HPC and deep-learning applications. We'll use examples such as GPP from material science, high-performance geometric multigrid from adaptive mesh refinement, and two kernels from TensorFlow to show how characteristics such as arithmetic intensity, memory access pattern, and thread divergence/prediction can all be captured by Roofline, offering useful insights to performance optimization.","Charlene Yang, Application Performance Specialist, NERSC, Lawrence Berkeley National Laboratory",Aerospace / National labs
Scalable Workflow System for Whole Slide Microscopy Analyses Using Neural Networks [P21983],"We present a streaming, asynchronous, high-throughput workflow for joining traditional computer vision and artificial intelligence inference across multiple models using the Hybrid Task Graph Scheduler and TensorRT for scalable, single-node, multi-GPU object detection, classification, and regression. Our approach targets very large (100k x 50k pixel) automated whole-slide microscopy imaging, which operates under tight time constraints. The end-to-end workflow starts with a microscope scan and finishes with a populated database containing quality-assurance metrics, object detections, and other salient features. This generalizable workflow applies three independent TensorRT models, with dependency management, concurrently across all available GPUs within a single computer.","Tim Blattner, Computer Scientist, NIST",Aerospace / National labs
Scaling Data by 109x and Compute for Deep-Learning Applications [S21390],"We'll explore the scalable applications of artificial intelligence on massive data sets. First, we'll cover how we optimized and developed highly parallelized implementations of DL algorithms and tested them on HPC GPU clusters. Then we'll demonstrate how to develop models that can run over large high-resolution datasets, identifying the spatial and temporal relationships between physical parameters in global-scale high-resolution numerical weather prediction models.","John Taylor, Program Leader, DST/CSIRO",Aerospace / National labs
The Rocky Road to Tasking: Task Queues Reloaded [S21189],"We'll show you how to parallelize your irregular algorithm on GPUs with tasking, starting with an overview of our CUDA C++ tasking framework for fine-grained task parallelism. After touching on persistent threads, synchronization mechanisms, and load balancing, we'll present diverse optimization strategies. First, we'll describe the implementation of task queues based on static memory allocation. Second, we'll show how to implement work sharing on a GPU through hierarchical task queues. Third, we'll present a thread coordination scheme to reduce contention on the task queues, thus keeping all threads busy. We'll analyze each optimization step's performance gains for a prototypic implementation of a task-based fast multipole method for molecular dynamics.","Ivo Kabadshow, Scientist, Jülich Supercomputing Centre",Aerospace / National labs
"Tiny, Tiny Tasks: Fine-Grained FMM Tasking on GPUs [P22059]","Learn how fine-grained task parallelism occurring in many HPC applications can be exploited with GPUs. In contrast to available tasking approaches (e.g. CUDA graphs) that rely in some part on the involvement of the host CPU by scheduling new tasks, we present a scheme to fully control the execution of tasks by the GPU without additional synchronization or data movement from the CPU. A fine-grained formulation of tasks can lead to more available parallelism at any given time, and may thereby help to reduce the runtime even further. The poster will show the current concept of our GPU-tasking for the Fast Multipole Method. However, our ideas can be reused for other, especially hierarchical, algorithms. We'll discuss common bottlenecks and pitfalls when applying fine-grained tasking on a GPU.","Laura Morgenstern, Ph.D. Student, Computer Science, Jülich Supercomputing Centre",Aerospace / National labs
Toward an Exascale Earth System Model with Machine Learning Components: An Update [S21834],"Many have speculated that combining exascale GPU computational power with machine-learning algorithms could radically improve weather and climate modeling. We'll discuss the status of an ambitious project at the U.S. National Center for Atmospheric Research that's moving in that direction. Having achieved performance portability for a standalone version of the Model for Prediction Across Scales-Atmosphere (MPAS-A) on heterogeneous CPU/GPU architectures across thousands of GPUs using OpenACC, our project has begun looking at two new directions. First, we've launched an effort to port the MOM-6 Ocean Model. Second, machine-learning scientists at NCAR and elsewhere have begun evaluating replacing atmospheric parameterizations with machine-learned emulators, including the atmospheric surface layer, cloud microphysics, and aerosol parameterizations. We'll also discuss related efforts to apply machine-learning emulation to model physics.","Richard Loft, Director of Technology Development, Computational and Information Systems Laboratory, National Center for Atmospheric Research",Aerospace / National labs
Turbulence Forecasting via Neural ODEs [P22054],"Fluid turbulence is characterized by strong coupling across a broad range of scales. Furthermore, besides the usual local cascades, such coupling may extend to interactions that are non-local in scale-space. As such, the computational demands associated with explicitly resolving the full set of scales and their interactions, as in the direct numerical simulation of the Navier-Stokes equations, are so high in most problems of practical interest that modeling of scales and interactions must be reduced before further progress can be made. While popular reduced models are typically based on phenomenological modeling of relevant turbulent processes, recent advances in machine-learning techniques have energized efforts to further improve the accuracy of such reduced models. In contrast to such efforts that seek to improve an existing turbulence model, we propose a machine learning methodology that captures, de novo, underlying turbulence phenomenology without a pre-specified model form.","Peetak Mitra, Computational Physics Intern, Los Alamos National Laboratory",Aerospace / National labs
Workload Management for Complex Workflows on a GPU-Enabled Heterogeneous System [s21608],"The National Energy Research Scientific Computing Center, the U.S. Department of Energy mission supercomputing center, is integrating experimental science workflows into its existing HPC-centric workload. This introduces new scheduling requirements, including real-time computing demands and complex workflows that depend on external services, data, and devices. These new workflows also need to co-schedule heterogeneous job components, with detailed subtask scheduling on both GPUs and CPUs. It is challenging to maintain scheduler responsiveness to this dynamically changing workload on an extreme-scale HPC system. We'll explain innovations that NERSC introduced to the Slurm scheduler to help meet these challenges, enhancing the scheduling algorithm to enable full-scale jobs and single-core jobs to schedule fairly, and adapting reservation and preemption capabilities to allow real-time computing. We'll also show enhancements to support Linux containers both for user software and system resources, as well as heterogeneous job execution.","Douglas Jacobsen, Group Lead, Computational Systems Group, Lawrence Berkeley National Laboratory",Aerospace / National labs
