Conference,Inc,Title,Length,Keywords,Entity,Singleton
NVIDIA GTC 2020,"Andrey Adinets, AI Devtech, NVIDIA",A Faster Radix Sort Implementation [S21572],75,"well present,faster implementation,leastsignificantdigit radix,leastsignificantdigit radix sort,radix sort decoupled,sort decoupled lookback,memory operation,memory operation per,operation per partition",Gkey/s,"used,reduce"
NVIDIA GTC 2020,"Michael Balint, Senior Product Manager, NVIDIA",AIaaS: Scaling AI Infrastructure for the Enterprise from DGX-1 to SuperPOD [S21996],135,"gpuaccelerated hardware,gpuaccelerated hardware aiaas,hardware aiaas aiasaservice,aiaas aiasaservice deployment,aiasaservice deployment provide,deployment provide powerful,provide powerful new,powerful new way,artificial intelligence infrastructure","GPU,GUI,AIaaS,DGX-2","container,nvidia,getting,enterprise"
NVIDIA GTC 2020,"Neo Song, Chief Engineer, SF Techology",AI Argus: A Unique Insight Into Logistics [P21812],138,"artificial intelligence argus,august 2019,august 2019 ai,2019 artificial intelligence argus,leading domestic,leading domestic intelligent,domestic intelligent video","Xavier,China,SF,Operator,AI Argus","detection,xavier,china,package,damage,edge"
NVIDIA GTC 2020,"Erwan Gallen, Senior Principal Product Manager, Red Hat",AI/ML with vGPU on Openstack or RHV Using Kubernetes [S22106],89,"red hat,sharing gpu,sharing gpu resource,better utilize,better utilize onpremises,utilize onpremises hardware,gain flexibility,gain flexibility without,flexibility without moving,without moving sensitive","GPU,AI/ML,Red Hat Openstack Platform,SR-IOV","aiml,vgpu,sriov,workload"
NVIDIA GTC 2020,"Jeremy Appleyard, AI DevTech, NVIDIA",An Overview of GPU Recurrent Neural Network Performance [S21301],59,"well focus,recurrent neural,recurrent neural network,neural network rnns,subframework level,several distinct,several distinct method,distinct method one","RNN,GPU","performance,advantage,disadvantage"
NVIDIA GTC 2020,"Vitaly Davydov, CEO, Poteha Labs",AutoFAQ: Automation of Customer Support for Most Common Questions [s21252],93,"user question,manually answering,make sense,well discus,business value,automating questionanswering,training loop","Python,NLP","language,automate,integrate,architecture"
NVIDIA GTC 2020,"Lysandre Debut, Machine Learning Engineer, Hugging Face, Inc.",Building a Smart Language-Understanding System for Conversational AI with HuggingFace Transformers [S22647],114,"natural language,session huggingface,session huggingface showcase,natural language understanding,language understanding pipeline","HuggingFace,NLU,BERT,PyTorch,TensorFlow","leverage,create,sentence,transformer,example"
NVIDIA GTC 2020,"Greg Jones, Senior Manager, Global Business Development for Enterprise XR, NVIDIA",CLOUDXR: Streaming AR and VR [S22178],97,"nvidia cloudxr,nvidia cloudxr sdk,drive immersive,drive immersive extended,immersive extended reality,extended reality xr,reality xr experience,anywhere using","OpenVR,XR","gpus,application"
NVIDIA GTC 2020,"Jiqun Tu, NVIDIA",Combined Python/CUDA JIT for Flexible Acceleration in RAPIDS [S21393],126,"native cuda,well introduce,framework within rapidscudf,enables compiling,enables compiling python,compiling python userdefined,python userdefined function","RAPIDS/cuDF,Python,CUDA,Jitify,cuDF,the Python UDF,C++,RAPIDS","flexibility,compiled,kernel,implementation"
NVIDIA GTC 2020,"Crissman Loomis, Engineer/Business Development, Preferred Networks",CuPy Overview: NumPy Syntax Computation with Advanced CUDA Features [S22471],49,"well introduce,well introduce cupy,introduce cupy describing,cleanly exposing,python multiple,python multiple cuda,multiple cuda stateofthe,cuda stateofthe art,stateofthe art library","CuPy,Python","advantage,cutensor,cudnn"
NVIDIA GTC 2020,"Travis Addair, Senior Software Engineer, Uber Technologies",Distributed Deep Learning with Horovod on Spark [s21300],121,"distributed training,well show,scale distributed,scale distributed training,tensorflow pytorch","TensorFlow,MXNet,Horovod,GPU,Python,PyTorch","horovod,designed,gpu,used,gpus,multiple"
NVIDIA GTC 2020,"Joy Rimchala, Data Scientist, Intuit",Document Understanding Platform: Extracting Structured Information from Financial Documents [S21459],111,"document understanding,highly automated,highly automated world,financial service,financial service consumer,small business,small business owner,business owner still,owner still face","Intuit,Document Understanding Platform","selfemployed,tedious,timeconsuming"
NVIDIA GTC 2020,"Inwoong Lee, Researcher, Artificial Intelligence Research Institute (AIRI)",Efficient 3D Convolutional Network Design for Human Instance-Level Video Action Recognition [P22275],92,"action recognition,human instancelevel,human instancelevel video,instancelevel video action,video action recognition,design factor,action recognition especially,edge computing,edge computing hardware,computing hardware like",Jetson AGX Xavier,"xavier,module,accuracy,discus"
NVIDIA GTC 2020,"Yiming Wang, Ph.D. Student, Johns Hopkins University",Espresso: A Fast End-to-End Neural Speech Recognition Toolkit [s21239],94,"well introduce,well introduce espresso,opensource modular,opensource modular extensible,modular extensible endtoend,extensible endtoend neural,endtoend neural automatic,neural automatic speech","Espresso,ASR,WSJ,LibriSpeech,ESPnet","asr,decoding,toolkit"
NVIDIA GTC 2020,"Takateru Yamagishi, Chief, RIST",Evaluation of a Multi-GPU Optimized Non-Hydrostatic Ocean Model with Multigrid Preconditioned Conjugate Gradient Method [P21930],127,"mgcg solver,high performance,intergpu communication,conjugate gradient","GPUs,MGCG,kinaco","gpus,multigrid,application,many,evaluated,discussed,numerical"
NVIDIA GTC 2020,"Hermann Kureck, Scientist, RCPE GmbH",EXtended Particle System (XPS): High-Performance Particle Simulation [P21775],66,"well present,gpubased discrete,gpubased discrete element,discrete element method,element method solver,realworld particle,realworld particle problem,particle problem featuring,problem featuring coupling,featuring coupling ability,cpubased computational",GPU,
NVIDIA GTC 2020,"Quentin Ochem, Lead of Business Development and Technical Account Management, AdaCore",Exterminating Buffer Overflows and Other Embarrassing Vulnerabilities with SPARK Ada on Tegra [S21122],121,"since 2018,since 2018 nvidia,2018 nvidia ha,actively investigating,spark ada,spark ada programming","NVIDIA,Tegra,ARM,GPU,Ada/OpenACC,Ada","application,language,technology,gpu"
NVIDIA GTC 2020,"Nikolay Sakharnykh, Developer Technology Engineer, NVIDIA",Fast Distributed Joins with RAPIDS and UCX [s21482],136,"numerous optimized,numerous optimized singlegpu,optimized singlegpu join","RAPIDS cuDF,UCX,GPU,RAPIDS,NVLINK,Infiniband,DGX-2,GB/s throughput,IB,GB/s","implementation,communication,multiple,gpus,distributed,alltoall,demonstrate,achieve,rapid"
NVIDIA GTC 2020,"Joshua Romero, Developer Technology Engineer, NVIDIA",From High to Low Level: A Comparative Study of Programming Approaches for NVIDIA GPUs [S21308],146,"provide competitive,provide competitive performance,various available,various available method","GPU,Python,CUDA C,Numba,CuPy","programming,implementation,gpus,optimized,simulate,discus,development,highlevel,python"
NVIDIA GTC 2020,"Yanping Huang, Software Engineer, Google",GPipe: Efficient Training of Giant Neural Networks Using Pipeline Parallelism [S21873],129,"deep neural,neural network,neural network capacity,effective way,improve model,improve model quality",GPipe,"scaling,different,accelerator,gpipe,parallelism,pipelining"
NVIDIA GTC 2020,"Carlos Rodriguez, Embedded Software Team Lead, RidgeRun",How to Build a Multi-Camera Media Server for AI Processing on Jetson [S22396],103,"well build,simple multicamera,simple multicamera medium,multicamera medium server,artificial intelligence processing,jetson board,using gstreamer,using gstreamer daemon,gstreamer daemon interpipes","Jetson Board,Interpipes,DeepStream,AI","specific,demonstrate,deepstream"
NVIDIA GTC 2020,"Hironobu Fujiyoshi, Professor, Chubu University",Knowledge Transfer Graph for Deep Collaborative Learning [P22383],115,"knowledge transfer,diverse combination,four gate,graph structure,new graphbased,new graphbased approach,deep collaborative,deep collaborative learning,novel graph,novel graph representation",,"propose,flexible,achieve"
NVIDIA GTC 2020,"Siddharth Reddy, Ph.D. Student, University of California, Berkeley",Learning Human Objectives by Evaluating Hypothetical Behavior [P22312],20,"present request,training reinforcement,training reinforcement learning,reinforcement learning agent,human feedback,unknown unsafe,unknown unsafe state",,"presence,algorithm"
NVIDIA GTC 2020,"Zhengzhong Liu, Research Assistant, Carnegie Mellon University",Modularizing Natural Language Processing [S21560],109,"recent success,natural language,natural language processing,artificial intelligence ,world many,world many new,many new application,new application technique,application technique model",NLP,"nlp,development,abstraction"
NVIDIA GTC 2020,"De-An Huang, Ph.D. Student, Stanford University",Motion Reasoning for Goal-Based Imitation Learning [P22363],116,"video demonstration,address goalbased,address goalbased imitation,goalbased imitation learning,symbolic goal,thirdperson video,thirdperson video demonstration",,"demonstrator,motion,enables,execution,reproduce"
NVIDIA GTC 2020,"Joseph Spisak, Product Manager, Facebook",Named Tensors Model Quantization and the Latest PyTorch Features [S22145],86,"popular opensource,popular opensource machine learning,opensource machine learning framework,machine learning framework ha,framework ha continued,evolve rapidly,evolve rapidly since,pytorch 10,accelerated workflow","PyTorch,PyTorch 1.0","training,introduction,production"
NVIDIA GTC 2020,"Narine Kokhlikyan , Research Scientist, Facebook AI",Opening Up the Black Box: Model Understanding with Captum and PyTorch [S22147],86,"popular opensource,popular opensource machine learning,opensource machine learning framework,machine learning framework ha,framework ha continued,evolve rapidly,evolve rapidly since,pytorch 10,accelerated workflow","PyTorch,PyTorch 1.0","training,introduction,production"
NVIDIA GTC 2020,"Meghana Ravikumar, Machine Learning Engineer, SigOpt",Optimized Image Classification on the Cheap [s21598],103,"image classifier,stanford car,well anchor,image classifier trained,stanford car dataset,evaluate two,evaluate two approach,transfer learning,fine tuning","Stanford,Stanford Cars","optimization,technique,using,building"
NVIDIA GTC 2020,"Nikolay Sakharnykh, Developer Technology Engineer, NVIDIA",Optimizing Work Scheduling and Memory Usage for Complex Database Queries on GPUs [P22017],119,"analytical query,cuda graph,complex query,data volume,online analytical,online analytical processing,analytical processing system,processing system ha","GPU,CUDA Graphs,RAPIDS cuDF","multiple,gpu,memory"
NVIDIA GTC 2020,"Shotaro Sano, Engineer, Preferred Networks",Optuna: An Eager Hyperparameter Optimization Library [s21291],113,"well present,well present optuna,opensource nextgeneration,opensource nextgeneration hyperparameter,nextgeneration hyperparameter optimization,hyperparameter optimization framework,three novel,three novel design,novel design criterion,eager api",Optuna,gpus
NVIDIA GTC 2020,"Jacob Kahn, Research Engineer, Facebook",Scaling Deep Learning for Automatic Speech Recognition [S21838],77,"distributed training,well discus,well discus challenge,scaling automatic,scaling automatic speech,automatic speech recognition,speech recognition asr,recognition asr workload,asr well,asr well introduce","wav2letter++,C++,ASR",wav2letter
NVIDIA GTC 2020,"Nikolay Sakharnykh, Developer Technology Engineer, NVIDIA",Software-Based Compression for Analytical Workloads [S21597],151,"gpu memory,realworld analytical,realworld analytical pipeline,large memory,large memory requirement","GPU-GPU,GPU,LZ,Fannie Mae's","compression,performance,compressed,cpugpu,gpugpu"
NVIDIA GTC 2020,"Jules Urbach, CEO, OTOY Inc",The Future of GPU Rendering: Real-Time Raytracing Holographic Displays and Light Field Media [S22153],53,"well present,gpu rendering,impact gaming,impact gaming vfx,gaming vfx medium,beyond well,beyond well detail,medium lie,holographics light","GPU,VFX,OTOY,OctaneRender","future,2020s"
NVIDIA GTC 2020,"Mirco Ravanelli, Ph.D., Mila - Universit de Motral",The SpeechBrain Project [s21648],142,"speech technology,speech technology speechbrain,opensource project,allinone speech,allinone speech toolkit,speech toolkit based","SpeechBrain,PyTorch","single,development,pytorch,create"
NVIDIA GTC 2020,"Tom Oberhuber, Researcher, Czech Technical University in Prague",TNL: Template Numerical Library for Modern Parallel Architectures [P21800],62,"well present,numerical library,developed int,library goal,offer flexible,offer flexible data,flexible data structure,high performance,high performance computing,design benefit",TNL,"especially,gpus"
NVIDIA GTC 2020,"David Gutzwiller, Software Engineer, head of HPC, Numeca",Toward Industrial LES/DNS in Aeronautics: Leveraging OpenACC for Massively Parallel CPU+GPU Simulations [s21958],119,"industrial lesdns,well describe,heterogeneous cpugpu,well describe recent,describe recent advance,recent advance toward,advance toward industrial,toward industrial lesdns,industrial lesdns computational,lesdns computational fluid","LES,DNS,TILDA,CPU+GPU,CFD","tilda,upwards,nearlinear"
NVIDIA GTC 2020,"Dheeraj Peri, Deep Learning Software Engineer, NVIDIA",Toward INT8 Inference: Deploying Quantization-Aware Trained Networks using TensorRT [s21664],137,"posttraining quantization,quantization ops,int8 precision","FP16,FP32","inference,tensorrt,dnn,fp32,qat,accuracy,deep"
NVIDIA GTC 2020,"Oleksii Kuchaiev, Senior Applied Scientist, NVIDIA",Training and Deploying Conversational AI Applications with NeMo and Jarvis [S21211],54,"conversational ai,build speech,build speech recognition,speech recognition natural,recognition natural language,natural language processing,speech synthesis,speech synthesis service,neural module,neural module first,module first well,first well cover",NeMo,
NVIDIA GTC 2020,"Christina Zhang, DevTech Engineering, NVIDIA",XLNet Optimization Using CUDA [S21478],124,"xlnet using,generalized autoregressive,generalized autoregressive pretraining,autoregressive pretraining method,pretraining method achieved,method achieved great,achieved great result","XLNet,XLNET,CUDA,Tensorflow,FastTransformer","language,performance,optimization,cuda,optimized"
NVIDIA GTC 2020,"Shigehisa Omatsu, CEO, Stellaplace, Inc.",3D Analysis Data Generation from X-ray Data for HealthTech by DGXs [P22304],121,"regenerative medicine,3d image,japan research,advancing various,advancing various level,laboratory dealing","Japan,3D,Tesla","imaging,indicator,generate,xray,nearly"
NVIDIA GTC 2020,"Tim Wang, Director of Operations, Sydney Neuroimaging Analysis Centre",Accelerate Quantitative Clinical Neuroimaging Analysis with AI: Steps Toward Personalized Disease Progression Monitoring in Clinical Neurology [S21421],126,"quantitative neuroimaging,quantitative neuroimaging analysis,extract critical,extract critical information,diagnostic imaging,instance brainvolume,instance brainvolume change,brainvolume change ha","GPU,imaging quantitative biomarker research",biomarker
NVIDIA GTC 2020,"Roel Sijstermans, IT Manager, Antoni van Leeuwenhoek Hospital and Netherlands Cancer Institute",Accelerating Cancer Research: VDI by Day Compute by Night [S21845],124,"netherlands cancer,netherlands cancer institute,antoni van,antoni van leeuwenhoek,van leeuwenhoek hospital,leeuwenhoek hospital nkiavl,top 10 comprehensive","The Netherlands Cancer Institute,NKI-AVL,VDI,GPU","infrastructure,vdi,researcher,patient"
NVIDIA GTC 2020,"Abe Stern, Senior Data Scientist, NVIDIA",Accelerating Quantum Chemistry Simulations with AI [S21273],71,"well discus,neural network,well discus computational,discus computational chemistry,computational chemistry application,machine learning,machine learning covering,learning covering three,covering three topic,three topic first,topic first well,first well examine",,discovery
NVIDIA GTC 2020,"Yang-Hsien Lin, Ph.D. Candidate, National Taiwan University",Acceleration of Wavefront Analysis Using Zernike Polynomial Fitting [P21849],119,"zernike polynomial,zernike polynomial fitting,tomogram reconstruction,wavefront analysis,gpu card,wavefront map","GPU,Zernike","angle,cell,analyze,biological"
NVIDIA GTC 2020,"Ethan Ocasio, Chief Technology Officer, Girls Computing League",Accurate Multiple Sclerosis Lesion Segmentation Using Deep Learning [P21889],135,"brain lesion,image segmentation,different neural network,different neural network architecture,neural network,multiple deep",U-Net,"using,disease,mri"
NVIDIA GTC 2020,"Imon Banerjee, Assistant Professor, Emory University",AI Methods to Transfer Natural Language into Actionable Knowledge in Medicine: From Radiology Pathology Reports to Social Media Posts [S22150],138,"public health,social medium,well discus,key type,aidriven natural,aidriven natural language,natural language processing,language processing nlp","NLP,CT,MR,US","improve,mining,clinical,ultimately"
NVIDIA GTC 2020,"Nicola Rieke, Senior Deep Learning Solution Architect - Healthcare, NVIDIA",A New Era of Medical Imaging [S22554],77,"deep learning,imaging pipeline,deep learning ha,learning ha revolutionized,ha revolutionized medical,revolutionized medical imaging,medical imaging research,ha become,essential element",Deep Learning,"image,every"
NVIDIA GTC 2020,"Theo Knijnenburg, Director Machine Learning and Computational Biology, Allen Institute for Cell Science",Animation Segmentation and Statistical Modeling of Biological Cells Using Microscopy Imaging and GPU Compute [s21944],119,"allen institute,cell science,cellular behavior,presentation describes,gpu compute,create dynamic,multiscale visual,multiscale visual model","GPU,the Allen Institute",
NVIDIA GTC 2020,"Prerna Dogra, Product Manager, Clara Application Framework, NVIDIA",Building a Medical Imaging AI Ecosystem Using Clara SDKs [s22295],95,"clara imaging,product talk,clara imaging application,imaging application framework,latest feature,latest feature update,accelerating data","Clara Imaging Application Framework,Iterative &,Clara Application Platform,Clara Imaging","ecosystem,annotation,training,deployment"
NVIDIA GTC 2020,"Krishna Juluru, Director, Radiology Informatics, Memorial Sloan Kettering Cancer Center",Building Blocks for Machine Learning Integration into Clinical Workflow [S22189],113,"clinical workflow,building block,machine learning,radiology image,radiology image analysis,image analysis continue,increasing pace",algorithm,"application,diagnostics"
NVIDIA GTC 2020,"Galina Grunin, Distinguished Engineer, Optum",Building Optimized Low-Cost Scalable Health-Care Enterprise Deep Learning Services Platform with NVIDIA TensorRT Inference Server and Kubernetes [s21570],132,"often require,well illustrate,nvidia tensorrt,nvidia tensorrt inference,tensorrt inference server","GPUs,GPU","service,resource,learning,gpus,gpu,deployment,balanced,kubernetes"
NVIDIA GTC 2020,"Ahmed Harouni, Solutions Architect, NVIDIA",Clara Developer Day: Clara Train SDK Performance Walkthrough and Deep Dive [S22717],42,"session developer,data scientist,latest performance,latest performance feature,clara train,clara train v30,deep dive,deep dive session,dive session walkthrough,enable different,enable different feature",Clara Train v3.0,dummy
NVIDIA GTC 2020,"Nicola Rieke, Senior Deep Learning Solution Architect - Healthcare, NVIDIA",Clara Developer Day: Federated Learning using Clara Train SDK [S22564],133,"federated learning,learning technique,clara train,clara train sdk,federated learning technique,learning technique enable,technique enable training,enable training robust,training robust ai,robust artificial intelligence model","Federated Learning,Clara Train SDK","dive,client"
NVIDIA GTC 2020,"Ahmed Harouni, Solutions Architect, NVIDIA",Clara Developer Day: Getting Started with Clara Train for High Performance & Iterative Experimentation with AutoML [S22563],61,"session developer,data scientist,using clara,using clara train,clara train sdk,train sdk accelerates,standardizes model,standardizes model development,medical imaging,sdks core,sdks core concept",Clara Train SDK,
NVIDIA GTC 2020,"Jesse Tetreault, Solutions Architect, NVIDIA",Clara Developer Day: Scalable and Modular Deployment Powered by Clara Deploy SDK [S22565],131,"artificial intelligence model,medical imaging,clara deploy,clara deploy sdk,deploy sdk provides,reference framework,developer data","DICOM,VNA,Clara Train","deployment,pipeline,operator"
NVIDIA GTC 2020,"Ivan Molodtsov, Head of Machine Learning, Fermata",Computer Vision in Agriculture: Racing with Pests and Diseases [P22001],86,"modern technology,gpu computing,machine learning,machine learning allow,autonomous system",GPU,"create,detection,disease,plant,early,pest,solution"
NVIDIA GTC 2020,"Kritika Iyer, Ph.D. Candidate, University of Michigan",Data-Driven Approach of Coronary Vessel Reconstruction Using X-ray Angiography [P21799],115,"angiography image,3d geometry,coronary artery,coronary artery disease,typically diagnosed,typically diagnosed using,diagnosed using xray,using xray angiography",,"vessel,used"
NVIDIA GTC 2020,"Ming Yang Lu, Research Intern , Computational Pathology, Brigham and Women's Hospital, Harvard Medical School",Data-Efficient Weakly Supervised Histology Classification Using Contrastive Predictive Coding [P22025],141,"neural network classification,network classification model,weakly annotated,weakly annotated medical,annotated medical imaging","CPC,ROC,MIL","feature,mil,using,learning,cpc,limited,performance,trained"
NVIDIA GTC 2020,"Tamio Mizukami, Professor, Nagahama Institute of Bio-Science and Technology",Deep Learning-Aided Label-Free Real-Time and Time-Lapse “Cell Visualization” Technology that Enables Live/Dead Cell Discrimination and Counting [P21952],125,"cell image,brightfield cell,brightfield cell image,cell property,cell assay,drug discovery,cell visualization,new technology,predict cell",,labeling
NVIDIA GTC 2020,"Julie Zhu, Distinguished Engineer/Chief Data Scientist, United Health Group, Optum Technology",Deep Learning in Health Care: from Voicebots to Disease Prediction [S21128],258,"deep learning,nextbest action,incoming call,nvidia gpus","NPS,United Health Group,Next Best Action","condition,provider,identify,nemo,quality,versus,patient,health"
NVIDIA GTC 2020,"Anthony Costa, Director, Sinai BioDesign, Icahn School of Medicine at Mount Sinai",Deep Self-Supervised Learning for Patient-Specific Anomaly Detection in Stereoelectroencephalography [S21962],116,"well discus,anomalous event,dynamic thresholding,anomaly detection,well discus method,accurate realtime,accurate realtime detection",EEG,"medical,nonparametric,performance"
NVIDIA GTC 2020,"Mohammad ElGamacy, Postdoctoral Research Fellow, Friedrich Miescher Laboratory of the Max Planck Society",De Novo Protein Design of Epitope-Directed Inhibitors [s21348],134,"proteinbased binder,de novo,protein drug,revolutionized modern,revolutionized modern cancer,modern cancer therapeutic",GPU,"molecule,guided,structure,effectively"
NVIDIA GTC 2020,"Enhao Gong, Founder and CEO, Subtle Medical",Deploying FDA-Cleared TRT-Powered AI Radiology Products to Improve Quality and Productivity in Clinical Radiology [S22400],174,"artificial intelligence software,imaging center","FDA,Subtle Medical,PET-CT,Subtle,Stanford University,the University of California at San Francisco,Hoag hospital,San Diego,NVIDIA DGX Station,NVIDIA,TRT,ROI","subtle,hospital,subtlemr,improve,efficiency,clinical,experience,university,nvidia,san,subtlepet,fdacleared"
NVIDIA GTC 2020,"Ananya Gangavarapu, Student, Princeton International School of Mathematics and Science",Distributed Deep Learning for Automatic Disease Detection Systems [P22078],82,"deep neural,neural network,deep learning approach,providing diagnostic,providing diagnostic capability,medical specialist,deep learning application",,"device,condition,infrastructure,using,deployed"
NVIDIA GTC 2020,"Mohamed El Beheiry, Lead Developer, Institut Pasteur",Empowering Virtual Reality and Machine Learning in the Hospital [S21472],88,"patient journey,hospital system,hospital system involves,system involves longestablished,involves longestablished step,collectively aim,best treatment",GPU,"medical,technology,define,provide"
NVIDIA GTC 2020,"Nicola Rieke, Senior Deep Learning Solution Architect - Healthcare, NVIDIA",Federated Learning for Medical Imaging: Collaborative AI without Sharing Patient Data [S21536],213,"federated learning,patient data,training data,medical imaging,deep neural,neural network,shown promising",,"challenge,institution,implementing"
NVIDIA GTC 2020,"Geraldine McGinty, Chief Strategy and Contracting Officer, Weill Cornell Medicine",Fostering a Strong Ecosystem for AI in Medical Imaging [S22631],78,"fully leverage,artificial intelligence offer,drive highervalue,drive highervalue health,highervalue health care,effective collaboration,developer policymakers",,"possibility,create,payer,importantly"
NVIDIA GTC 2020,"Jie Wang, AI Computing Specialist, Shanghai Jiao Tong University",Fully Automated Blood Analyzer Driving Early Detection for Leukemia Based on Cytomorphology [P22070],151,"blood cell,leukemia survival,leukemia survival depend,early detection","CellVision,NVIDIA,GPU","cytomorphology,based,segmentation,classification,workflow,chance,variety,response"
NVIDIA GTC 2020,"Abdul Al-Haimi, Software Research Lead, PerkinElmer",Generating Microscopic Phase Images with Deep Learning [P22394],61,"approach well,deep learning approach,generating microscopic,generating microscopic phase,microscopic phase image,brightfield image,brightfield image contrasting,current approach well,approach well highlight,well highlight example",PerkinElmer,poster
NVIDIA GTC 2020,"Harshil Shah, Graduate Student, Iowa State University",GPU-Accelerated Animated Volume Rendering of Isogeometric Analysis Results [P22069],109,"isogeometric analysis,isogeometric analysis iga,analysis iga ha,iga ha enabled,ha enabled tighter,enabled tighter integration,engineering design","IGA,CAD,FEA,NURBS,GPU","visualizing,interactive,nurbs,volumetric"
NVIDIA GTC 2020,"Andreas Hehn, Developer Technology Engineer, NVIDIA",GPU-Accelerated Genome Assembly: A Deep Dive into Clara Genomics Analysis SDK [S21968],63,"well present,well present de,present de novo,de novo genome,novo genome assembly,long dna,long dna read,dna read using,clara genomics,clara genomics analysis,genomics analysis sdk,dig deep","de novo genome assembly,the Clara Genomics Analysis SDK,CUDA,cudaPoa",
NVIDIA GTC 2020,"Shawn Zheng, Bioinformatics Specialist, Howard Hughes Medical Institute, University of California San Francisco",High Throughput Cryo-Electron Microscopy and Cryo-Electron Tomography Powered by GPU at the University of California San Francisco [S21696],91,"2009 gpubased,2009 gpubased computing,gpubased computing wa,computing wa introduced,california san,california san francisco,san francisco ucsf,reconstruct electron","GPU,the University of California, San Francisco,UCSF,cryoET,cryoEM,CUDA","cryoem,cryoet,cryoelectron,early,university"
NVIDIA GTC 2020,"Alvaro Sanchez, Principal Software Engineer, Smart Reporting GmbH",Holistic AI-Enhanced Workflows in Radiology [S21440],119,"treatment decision,well highlight,holistic workflow,artificial intelligence implementation,diagnostic workflow,patient outcome","algorithm,Smart Reporting,GPU","reporting,communication,advantage,radiology,opportunity,challenge"
NVIDIA GTC 2020,"Aditya Mitkari, Machine Learning scientist, Onward Health",Improving Classification of Lymph Node Histopathology Patches Using Semi-Supervised Classification-GAN (SSC-GAN) [P21984],39,"semisupervised classificationgan,semisupervised classificationgan sscgan,histopathology image,use generated,use generated synthetic,generated synthetic image,data augmentation,improving classification,improving classification accuracy,classification accuracy beyond,regular classifier",,
NVIDIA GTC 2020,"Daniel Russakoff, Co-Founder and Principal Scientist, Voxeleron",Improving CNN Performance with Spatial Context [S21388],101,"computer vision,deep learning,convolutional neural,convolutional neural network,neural network cnn,powerful technique,wideranging application",CNN,"optimization,classification,training"
NVIDIA GTC 2020,"Maithra Raghu, Research Scientist, Google Brain",Insight-Driven Machine Learning Design with Human Expert Collaborations [S21636],151,"machine learning,human expert,deep neural,neural network,machine learning system,fundamental breakthrough,rapid advancement,underlying deep,underlying deep neural",,"resulting,enabled,potential"
NVIDIA GTC 2020,"Alvason Zhenhua Li, Postdoctoral Research Fellow, Fred Hutchinson Cancer Research Center",Machine Learning Cell Phenotypes with Immuno-Fluorescent Cancer Tissue [P22105],116,"multiplexed immunofluorescent,multiplexed immunofluorescent tissue,immunofluorescent tissue imaging,tissue imaging enables,imaging enables precise,enables precise spatial,precise spatial assessment,protein expression,medical resection","RNA,GPU","edge,image,cell"
NVIDIA GTC 2020,"Daniel Rubin, Professor, Stanford University",Making Radiology AI Models More Robust: Federated Learning and Other Approaches [S22037],62,"key type,clinical use,clinical use case,artificial intelligence method,medical imaging,critical challenge,applying ai",,"describe,learning,application"
NVIDIA GTC 2020,"Gagan Daroach, Undergraduate Researcher, Milwaukee School of Engineering",Manipulating the StyleGAN Latent-Space: H&E Image Synthesis for Prostate Cancer Research [P22077],138,"image feature,prostate tissue,opensource contribution,nvidia research,nvidia research project,generative adversarial",H&E,"generator,cancer,accelerating,effectiveness"
NVIDIA GTC 2020,"Jeroen Stinstra, Dev Tech Medical Imaging, NVIDIA",Medical Volume Raytracing in Virtual Reality [S22030],145,"medical image,well discus,raytracing voxels,relatively new,relatively new technique,see medical,see medical image,new light","VR,GPU","rendering,foveatedwarped,based,allows"
NVIDIA GTC 2020,"Aditya Tewari, Machine Learning Scientist, Xsens Technologies",Multi-Task Learning for Sparse Sensor Body Tracking [P22340],96,"sensor set,rehabilitation technology,rehabilitation technology built,inertial measurement,inertial measurement unitbased,measurement unitbased human,unitbased human motion,human motion tracker,motion tracker often,tracker often use",,"assistance,fullbody"
NVIDIA GTC 2020,"CARL FLYGARE, Quadro Product Marketing Manager, PNY Technologies",NVIDIA Quadro RTX for Healthcare - Improving Patient Outcomes [S22422],34,"talk cover,quadro rtx,quadro rtx feature,rtx feature like,feature like realtime,like realtime ray,realtime ray tracing,reshape healthcare,life science,life science discipline,support basic,support basic research,basic research leading",Quadro RTX,
NVIDIA GTC 2020,"Neeyanth Kopparapu, High School Student, Thomas Jefferson High School for Science and Technology",PDGAN: An End-to-End Parkinson's Disease Data Analysis and Diagnosis System Using Deep Learning [P21110],130,"parkinson disease,pdgan us,deep learningpowered tool,deep learningpowered tool capable","PDGAN,GAN","using,solve,mri,technique,training,detecting"
NVIDIA GTC 2020,"Anas Abidin, Solutions Architect, NVIDIA",Practical Guidelines for Optimizing and Accurate Sizing of Medical Imaging Workflows [S21997],132,"medical imaging,medical imaging workflow,2d classification,result suggest,deep dive,various consideration,substantially improve,substantially improve existing,improve existing medical",GPUs,"training,hardware,scaling,critical"
NVIDIA GTC 2020,"Taquwa Aslam, M.S. Student, COMSATS University Islamabad, Islamabad Pakistan",Reconstruction of Under-Sampled Cartesian Data Using Deep Learning [P21927],128,"reconstruction algorithm,scan time,mr image,magnetic resonance,magnetic resonance imaging,resonance imaging mri","MRI,MR,algorithm","reduce,aliasing,used,undersampled"
